"","gender","age","job","account","YearlyIncome","YearlyOutcome","transaction_type","yearly_deposit_transactions","yearly_withdrawl_transactions","average_deposit_ammount","average_withdrawl_ammount","transaction_amount","weekly_deposits","weekly_withdrawls","weekly_amount","observed_weekly_amount","flag"
"19756","Male","35","Private Business","Saving","50146440","40193852","Withdrawl","35","693","1432755","57999","173065","0","15","68772260","68773545","Normal"
"19757","Male","65","Retired","Investment","752981","201389","Withdrawl","1","3","752981","67129","56545","0","0","36143088","36143005","Normal"
"19758","Male","52","Private Business","Current","49797877","3467670","Deposit","3488","1805","14276","1921","176632","69","43","685291","685649","dep_Suspicious"
"19759","Male","53","Private Business","Current","50024790","3507780","Deposit","3614","1843","13841","1903","94357","73","19","664413","665058","dep_Suspicious"
"19760","Male","58","Employee","Saving","1967178","0","Withdrawl","39","732","50440","0","0","0","8","2421142","2422724","Normal"
"19761","Male","56","Employee","Current","1541361","977286","Withdrawl","148","808","10414","1209","62787","3","20","499900","499889","Normal"
"19762","Female","38","House Wife","Saving","1541361","977286","Withdrawl","20","370","77068","2641","142298","0","5","3699266","3701042","Normal"
"19763","Male","48","Employee","Investment","4875960","1016152","Withdrawl","1","1","4875960","1016152","807605","0","0","234046080","234045600","Normal"
"19764","Male","30","Employee","Current","1929634","893448","Deposit","140","764","13783","1169","911916","3","13","661588","662161","dep_Suspicious"
"19765","Male","34","Employee","Saving","2019239","0","Withdrawl","38","728","53137","0","0","0","16","2550617","2550936","Normal"
"19766","Female","43","Employee","Saving","2001116","0","Withdrawl","40","726","50027","0","0","0","13","2401339","2401642","Normal"
"19767","Male","54","Employee","Current","1809180","1025367","Deposit","135","842","13401","1217","277629","1","17","643264","641339","dep_Suspicious"
"19768","Male","30","Student","Saving","620273","559236","Withdrawl","16","149","38767","3753","63143","0","0","1860819","1861535","Normal"
"19769","Female","26","Employee","Saving","2131008","0","Withdrawl","24","713","88792","0","0","0","15","4262016","4261981","Normal"
"19770","Male","31","Employee","Saving","2020926","0","Withdrawl","20","672","101046","0","0","1","10","4850222","4849988","Normal"
"19771","Male","42","Employee","Saving","1901184","0","Withdrawl","38","724","50031","0","0","0","18","2401495","2401468","Normal"
"19772","Male","24","Employee","Current","1750511","802718","Withdrawl","142","780","12327","1029","53860","1","15","591722","590652","Normal"
"19773","Male","40","Employee","Saving","1904903","0","Withdrawl","30","696","63496","0","0","0","18","3047844","3046830","Normal"
"19774","Male","34","Employee","Saving","2011928","0","Withdrawl","28","747","71854","0","0","0","24","3449019","3446043","Normal"
"19775","Female","21","Student","Saving","817984","451145","Deposit","31","138","26386","3269","891651","1","1","1266555","1266093","dep_Suspicious"
"19776","Female","25","Employee","Saving","1896447","0","Withdrawl","30","656","63214","0","0","1","14","3034315","3035310","Normal"
"19777","Male","43","Employee","Current","1913367","925941","Withdrawl","151","826","12671","1120","10337","4","16","608222","608274","Normal"
"19778","Female","58","Private Business","Current","49997164","3408836","Withdrawl","3518","1830","14211","1862","31376","73","34","682167","682016","Normal"
"19779","Female","33","Employee","Saving","2075392","0","Deposit","39","702","53215","0","1940803","0","12","2554328","2555338","dep_Suspicious"
"19780","Male","49","Private Business","Current","49918593","3352329","Withdrawl","3574","1834","13967","1827","19134","78","44","670423","669969","Normal"
"19781","Male","18","Private Business","Investment","49989587","10006630","Withdrawl","4","1","12497396","10006630","10001228","0","0","599875044","599875264","Normal"
"19782","Male","39","Employee","Saving","2043513","0","Withdrawl","38","757","53776","0","0","1","9","2581279","2581970","Normal"
"19783","Female","23","House Wife","Saving","2043513","0","Withdrawl","24","365","85146","0","0","0","4","4087026","4087693","Normal"
"19784","Female","55","Employee","Saving","2021217","0","Withdrawl","30","715","67373","0","0","0","19","3233947","3233162","Normal"
"19785","Female","18","House Wife","Saving","2021217","0","Withdrawl","26","364","77739","0","0","1","6","3731477","3732927","Normal"
"19786","Female","56","Employee","Saving","2096396","0","Withdrawl","41","743","51131","0","0","0","16","2454317","2454509","Normal"
"19787","Male","34","Private Business","Current","49956877","3609995","Deposit","3527","1770","14164","2039","151237","63","38","679878","679329","dep_Suspicious"
"19788","Male","25","Employee","Saving","2068778","0","Withdrawl","28","715","73884","0","0","0","13","3546476","3546375","Normal"
"19789","Male","39","Private Business","Current","50149601","3434978","Withdrawl","3581","1792","14004","1916","127109","76","32","672209","671803","Normal"
"19790","Male","25","Employee","Saving","1911795","0","Withdrawl","41","719","46629","0","0","0","18","2238199","2238420","Normal"
"19791","Female","23","Employee","Current","1944415","847558","Deposit","130","804","14957","1054","979415","4","17","717937","717897","dep_Suspicious"
"19792","Male","68","Retired","Saving","849195","499287","Withdrawl","10","143","84919","3491","48850","1","3","4076136","4076241","Normal"
"19793","Male","43","Private Business","Current","49855809","3292915","Deposit","3574","1819","13949","1810","212350","78","43","669579","669028","dep_Suspicious"
"19794","Male","31","Employee","Current","1964335","943903","Withdrawl","140","822","14030","1148","128683","3","19","673486","675098","Normal"
"19795","Male","29","Private Business","Current","49904712","3374555","Deposit","3644","1696","13695","1989","851663","87","39","657361","658222","smurf_suspicious"
"19796","Male","52","Employee","Current","1738838","955963","Withdrawl","144","830","12075","1151","16203","4","17","579612","579549","Normal"
"19797","Male","42","Employee","Saving","2141166","0","Withdrawl","27","716","79302","0","0","0","6","3806517","3807235","Normal"
"19798","Female","68","Private Business","Current","49950608","3368955","Deposit","3610","1829","13836","1841","133529","76","37","664163","663489","dep_Suspicious"
"19799","Female","22","Private Business","Saving","49923379","39834850","Deposit","27","669","1849014","59543","2183030","0","16","88752673","88752163","Normal"
"19800","Male","19","Student","Saving","645588","617508","Withdrawl","22","128","29344","4824","222578","1","2","1408555","1407895","Normal"
"19801","Male","35","Employee","Saving","1984114","0","Deposit","32","765","62003","0","579640","0","21","2976171","2977563","dep_Suspicious"
"19802","Female","24","Private Business","Investment","49919025","10127840","Deposit","5","1","9983805","10127840","9968885","0","0","479222640","479222714","Normal"
"19803","Male","38","Employee","Current","1807854","820862","Deposit","137","775","13196","1059","887277","2","15","633408","632688","dep_Suspicious"
"19804","Male","18","Student","Saving","889644","521928","Withdrawl","26","130","34217","4014","55427","1","1","1642419","1641904","Normal"
"19805","Female","58","Private Business","Current","49927222","3484542","Withdrawl","3639","1798","13720","1938","218646","68","46","658561","658503","Normal"
"19806","Male","35","Private Business","Current","49868685","3593593","Deposit","3569","1792","13972","2005","967355","88","31","670691","671631","dep_Suspicious"
"19807","Male","46","Private Business","Saving","49930503","39883309","Deposit","33","753","1513045","52965","2638692","3","14","72626186","72626672","Normal"
"19808","Female","20","Student","Saving","850382","556507","Withdrawl","31","140","27431","3975","90530","0","3","1316720","1317163","Normal"
"19809","Male","28","Employee","Saving","2049032","0","Deposit","44","737","46568","0","1012230","0","13","2235307","2232976","dep_Suspicious"
"19810","Male","44","Employee","Saving","2054608","0","Withdrawl","29","739","70848","0","0","0","14","3400730","3400839","Normal"
"19811","Male","38","Private Business","Current","50107167","3537279","Withdrawl","3607","1788","13891","1978","115438","68","46","666799","665873","Normal"
"19812","Female","22","Employee","Saving","2012234","0","Withdrawl","40","730","50305","0","0","3","15","2414680","2414943","Normal"
"19813","Female","34","House Wife","Investment","2012234","0","Withdrawl","1","2","2012234","0","0","0","0","96587232","96588024","Normal"
"19814","Male","39","Private Business","Current","50122057","3671497","Withdrawl","3669","1816","13660","2021","267493","79","38","655726","655976","Normal"
"19815","Female","24","Employee","Current","1738211","785141","Deposit","149","795","11665","987","604968","5","17","559960","560258","dep_Suspicious"
"19816","Male","42","Private Business","Current","50000684","3324009","Deposit","3592","1804","13920","1842","1300903","83","32","668160","669183","dep_Suspicious"
"19817","Female","33","Private Business","Current","50052548","3608393","Deposit","3589","1872","13946","1927","223529","91","39","669412","668546","dep_Suspicious"
"19818","Male","19","Student","Saving","805511","558335","Deposit","26","133","30981","4198","773955","0","1","1487097","1486558","dep_Suspicious"
"19819","Male","18","Student","Saving","886489","363936","Withdrawl","14","130","63320","2799","25091","0","4","3039390","3039471","Normal"
"19820","Female","30","Private Business","Current","50061208","3531158","Deposit","3620","1724","13829","2048","1231025","91","31","663795","663010","dep_Suspicious"
"19821","Male","25","Private Business","Current","49986765","3556152","Deposit","3565","1834","14021","1939","871606","66","33","673033","673287","smurf_suspicious"
"19822","Female","38","Employee","Saving","1914994","0","Withdrawl","18","725","106388","0","0","0","18","5106650","5107103","Normal"
"19823","Male","76","Retired","Saving","521555","543814","Withdrawl","16","150","32597","3625","196869","0","4","1564665","1564513","Normal"
"19824","Male","28","Private Business","Current","50029868","3748306","Deposit","3646","1823","13721","2056","380683","80","51","658648","657645","dep_Suspicious"
"19825","Male","60","Private Business","Saving","49882441","40123300","Deposit","26","656","1918555","61163","568747","3","14","92090660","92090662","Normal"
"19826","Male","31","Employee","Saving","1940182","0","Withdrawl","21","650","92389","0","0","0","8","4434701","4435028","Normal"
"19827","Male","41","Employee","Saving","2010083","0","Withdrawl","25","740","80403","0","0","0","13","3859359","3859016","Normal"
"19828","Male","66","Retired","Investment","756015","311016","Withdrawl","3","1","252005","311016","186365","0","0","12096240","12096404","Normal"
"19829","Female","41","Private Business","Saving","49993177","39939806","Withdrawl","30","705","1666439","56652","1789","0","13","79989083","79989831","Normal"
"19830","Male","43","Employee","Saving","2002757","0","Withdrawl","29","716","69060","0","0","0","13","3314908","3314391","Normal"
"19831","Male","54","Private Business","Current","49869313","3558125","Withdrawl","3621","1702","13772","2090","29067","86","38","661067","660868","Normal"
"19832","Female","27","Employee","Saving","2198888","0","Deposit","35","731","62825","0","1343224","0","20","3015617","3015313","dep_Suspicious"
"19833","Female","34","Employee","Saving","2025383","0","Deposit","45","730","45008","0","32375","0","19","2160408","2161158","Normal"
